Beach Name,Month,Year,tavg,tmin,tmax,prcp,wdir,wspd,pres,Footfall,Wave Height (m),Ocean Currents (m/s),Swell Height (m),Storm Surge,Tsunami Alerts,Humidity (%),UV Index
Agonda Beach,Jan,2022.0,0.6519916142557651,0.4855643044619423,0.7228017883755591,5.96884264141183e-05,0.5215334909902408,0.2955508474576271,0.7712912087912116,0.7272727272727273,0.07647058823529412,0.11764705882352944,0.45333333333333337,0.0,1.0,0.655428571428571,0.4871428571428571
Agonda Beach,Feb,2022.0,0.7106918238993711,0.47572178477690275,0.757078986587183,0.0,0.7168837224794324,0.2764830508474576,0.67719780219781,0.6363636363636362,0.48235294117647065,0.26470588235294124,0.18666666666666662,0.0,0.0,0.25171428571428556,0.69
Agonda Beach,Mar,2022.0,0.8294898672257163,0.7526246719160102,0.8628912071535022,0.0010942878175921689,0.548412883456017,0.2178672316384181,0.5776098901098976,0.3636363636363637,0.11176470588235299,1.0,0.54,1.0,0.0,0.2734285714285709,0.6171428571428572
Agonda Beach,Apr,2022.0,1.0,0.8431758530183725,0.9150521609538003,0.0168520323909194,0.8568430869666588,0.23587570621468928,0.5350274725274744,0.27272727272727276,0.5647058823529413,0.4705882352941177,0.74,1.0,0.0,0.5522857142857143,0.40142857142857136
Agonda Beach,May,2022.0,0.9461914744933613,0.8871391076115483,0.8375558867362147,0.08658801058474762,0.9287213136595275,0.4424435028248588,0.3935439560439562,0.27272727272727276,0.15294117647058825,0.4485294117647059,0.45333333333333337,0.0,0.0,0.1971428571428573,0.29714285714285715
Agonda Beach,Jun,2022.0,0.7323549965059399,0.7513123359580051,0.5752608047690013,0.632697319989654,0.7446957332711587,0.26694915254237284,0.4299450549450654,0.09090909090909088,0.4647058823529412,0.19117647058823534,0.04000000000000001,0.0,1.0,0.09485714285714253,0.4671428571428571
Agonda Beach,Jul,2022.0,0.6568832983927324,0.7191601049868764,0.4679582712369599,0.7881458785141561,0.8979116011058187,0.46292372881355937,0.461538461538467,0.09090909090909088,0.1823529411764706,0.6029411764705883,0.09333333333333335,0.0,0.0,0.365142857142857,0.3871428571428571
Agonda Beach,Aug,2022.0,0.6408106219426974,0.7152230971128609,0.45752608047690035,0.34593422335409163,0.8814908570096259,0.4932909604519774,0.4526098901098976,0.09090909090909088,0.2705882352941177,0.058823529411764726,0.5066666666666666,0.0,0.0,0.5097142857142856,0.1785714285714286
Agonda Beach,Sep,2022.0,0.687631027253669,0.6883202099737532,0.5238450074515648,0.20791468534251206,0.7865636345468474,0.3319209039548022,0.5473901098901166,0.18181818181818182,0.6470588235294119,0.6691176470588236,0.006666666666666654,0.0,1.0,0.2514285714285711,0.23285714285714287
Agonda Beach,Oct,2022.0,0.7155835080363384,0.6561679790026246,0.6020864381520119,0.07067109687431607,0.40035972421143795,0.22139830508474578,0.640796703296715,0.3636363636363637,0.858823529411765,0.6691176470588236,0.33999999999999997,0.0,1.0,0.3471428571428572,0.3571428571428571
Agonda Beach,Nov,2022.0,0.8385744234800838,0.573490813648294,0.8107302533532041,0.012932492389725632,0.15371548479499048,0.207274011299435,0.6950549450549488,0.8181818181818181,0.6176470588235295,0.6323529411764706,0.32666666666666666,0.0,1.0,0.5322857142857143,0.1757142857142857
Agonda Beach,Dec,2022.0,0.7980433263452134,0.4993438320209972,0.809239940387481,0.008157418276596167,0.07684108849881759,0.2365819209039548,0.6744505494505546,0.8181818181818181,0.6176470588235295,0.8676470588235294,0.9199999999999999,0.0,0.0,0.5982857142857141,0.4442857142857144
Agonda Beach,Jan,2023.0,0.7393431167016074,0.40288713910761154,0.7421758569299555,0.0,0.4619125337241448,0.45162429378531077,0.7987637362637372,0.7272727272727273,0.623529411764706,0.5147058823529413,0.4733333333333334,1.0,1.0,0.35285714285714254,0.27142857142857146
Agonda Beach,Feb,2023.0,0.8525506638714186,0.47637795275590544,0.9008941877794334,0.0,0.2769876428071812,0.4110169491525424,0.7424450549450512,0.6363636363636362,0.4058823529411766,0.11764705882352944,0.8799999999999999,0.0,0.0,0.5482857142857143,0.2785714285714286
Agonda Beach,Mar,2023.0,0.883997204751922,0.5531496062992124,0.906855439642325,0.0036608901533992555,0.6095326916031042,0.5346045197740112,0.6929945054945108,0.3636363636363637,0.1823529411764706,0.6470588235294119,0.31333333333333335,1.0,1.0,0.11257142857142832,0.38428571428571434
Agonda Beach,Apr,2023.0,0.9238294898672259,0.7782152230971126,0.8591654247391953,0.0007958456855215773,0.8709322852479765,0.4537429378531074,0.582417582417591,0.27272727272727276,0.4882352941176471,0.6764705882352942,0.7999999999999999,1.0,0.0,0.16571428571428548,0.38428571428571434
Agonda Beach,May,2023.0,0.9776380153738646,0.8805774278215223,0.8591654247391953,0.009749109647639321,0.9569996336142289,0.5420197740112994,0.588598901098905,0.27272727272727276,0.20588235294117652,0.27941176470588236,0.3666666666666667,0.0,0.0,0.5865714285714285,0.23857142857142855
Agonda Beach,Jun,2023.0,0.7959468902865128,0.7959317585301834,0.6535022354694489,0.5463480631105628,0.7521566798787596,0.47634180790960456,0.5130494505494596,0.09090909090909088,0.1823529411764706,0.0,0.6599999999999999,1.0,1.0,0.4551428571428573,0.5900000000000001
Agonda Beach,Jul,2023.0,0.605171208944794,0.6961942257217845,0.386736214605067,1.0,0.8574093195217,0.6924435028248587,0.5487637362637372,0.09090909090909088,0.34705882352941186,0.11764705882352944,0.9133333333333333,0.0,1.0,0.3908571428571428,0.6299999999999999
Agonda Beach,Aug,2023.0,0.7735849056603774,0.7368766404199473,0.6073025335320414,0.09492449414058614,0.9248909169636611,0.4170197740112994,0.6476648351648322,0.09090909090909088,0.623529411764706,0.7573529411764706,0.45333333333333337,0.0,1.0,0.5660000000000001,0.4828571428571429
Agonda Beach,Sep,2023.0,0.7428371767994411,0.7211286089238845,0.6013412816691504,0.36728278386820795,0.8486160610198847,0.40960451977401136,0.5487637362637372,0.18181818181818182,0.3058823529411766,0.3382352941176471,0.13333333333333333,1.0,0.0,0.13200000000000012,0.40428571428571425
Agonda Beach,Oct,2023.0,0.7267645003494061,0.7657480314960629,0.7406855439642324,0.0629712898668948,0.4267728075142391,0.3089689265536723,0.7218406593406712,0.3636363636363637,0.611764705882353,0.9191176470588236,0.06666666666666665,0.0,1.0,0.25657142857142845,0.2828571428571429
Agonda Beach,Nov,2023.0,0.7253668763102725,0.7349081364829394,0.7697466467958267,0.09390979089154612,0.10775072444459248,0.3245056497175141,0.7101648351648464,0.8181818181818181,0.3176470588235294,0.17647058823529416,0.54,0.0,1.0,0.11628571428571388,0.29428571428571426
Agonda Beach,Dec,2023.0,0.7051013277428373,0.7329396325459318,0.814456035767511,0.003979228427607887,0.1639742863804417,0.43185028248587565,0.7129120879120876,0.8181818181818181,0.49411764705882366,0.16176470588235298,0.22666666666666666,1.0,1.0,0.5759999999999998,0.5057142857142858
Alleppey Beach,Jan,2022.0,0.6170510132774285,0.6043307086614172,0.7459016393442619,0.008913471677841666,0.6123305465809545,0.10381355932203391,0.7129120879120876,0.8181818181818181,0.05882352941176472,0.11764705882352944,0.4666666666666667,0.0,1.0,0.6285714285714283,0.4285714285714286
Alleppey Beach,Feb,2022.0,0.6422082459818308,0.6391076115485564,0.7511177347242919,0.028710133105190903,0.7249775172367852,0.10557909604519776,0.6504120879121018,0.45454545454545453,0.41176470588235303,0.25,0.19999999999999998,0.0,0.0,0.2571428571428569,0.7142857142857142
Alleppey Beach,Mar,2022.0,0.6883298392732355,0.6824146981627296,0.7645305514157972,0.0351166908736396,0.6271525164040902,0.10699152542372882,0.5879120879120876,0.27272727272727276,0.08823529411764708,0.8382352941176472,0.5333333333333333,1.0,0.0,0.2857142857142858,0.5714285714285714
Alleppey Beach,Apr,2022.0,0.6443046820405312,0.7421259842519682,0.7242921013412813,0.16672967111677045,0.1952503080971255,0.07132768361581919,0.5728021978022042,0.3636363636363637,0.47058823529411775,0.4705882352941177,0.7333333333333334,1.0,0.0,0.48571428571428554,0.4285714285714286
Alleppey Beach,May,2022.0,0.5856044723969254,0.7349081364829394,0.5089418777943369,0.400111418395973,0.6876394764014255,0.12464689265536726,0.4766483516483504,0.18181818181818182,0.11764705882352944,0.4338235294117648,0.4666666666666667,0.0,0.0,0.19999999999999996,0.2857142857142857
Alleppey Beach,Jun,2022.0,0.5478686233403216,0.7007874015748029,0.5193740685543964,0.2313324446389845,0.8994770675815208,0.1292372881355932,0.532280219780219,0.0,0.3529411764705883,0.17647058823529416,0.06666666666666665,0.0,1.0,0.05714285714285694,0.4285714285714286
Alleppey Beach,Jul,2022.0,0.5192173305380854,0.7014435695538056,0.40909090909090917,0.19593720777541235,0.9990340738766944,0.2447033898305085,0.5515109890109926,0.09090909090909088,0.1470588235294118,0.6176470588235294,0.09999999999999998,0.0,0.0,0.3999999999999997,0.4285714285714286
Alleppey Beach,Aug,2022.0,0.5108315863032844,0.6968503937007874,0.3845007451564828,0.3012673842541931,0.9580987909269559,0.2634180790960452,0.5391483516483646,0.18181818181818182,0.2941176470588236,0.06617647058823531,0.5333333333333333,0.0,0.0,0.5428571428571429,0.1428571428571428
Alleppey Beach,Sep,2022.0,0.5373864430468205,0.6686351706036745,0.5558867362146049,0.12986211973498338,0.9235586050694468,0.1899717514124294,0.6181318681318686,0.27272727272727276,0.5882352941176472,0.6544117647058825,0.0,0.0,1.0,0.2571428571428569,0.2857142857142857
Alleppey Beach,Oct,2022.0,0.5108315863032844,0.6279527559055117,0.5290611028315948,0.17848829112035175,0.6074009925723611,0.09887005649717513,0.6565934065934158,0.45454545454545453,0.7058823529411766,0.6911764705882353,0.33333333333333326,0.0,1.0,0.3142857142857143,0.3571428571428571
Alleppey Beach,Nov,2022.0,0.49825296995108315,0.5898950131233595,0.5529061102831592,0.10982670460197766,0.22799187289744532,0.07485875706214691,0.6888736263736348,0.7272727272727273,0.47058823529411775,0.6176470588235294,0.33333333333333326,0.0,1.0,0.48571428571428554,0.1428571428571428
Alleppey Beach,Dec,2022.0,0.5352900069881203,0.5866141732283464,0.5760059612518629,0.06669186844670817,0.3661859241248376,0.07803672316384182,0.6435439560439562,0.9090909090909092,0.41176470588235303,0.8382352941176472,0.9333333333333333,0.0,0.0,0.5428571428571429,0.4285714285714286
Alleppey Beach,Jan,2023.0,0.5241090146750524,0.48753280839894997,0.6318926974664678,0.02516861980461988,0.12420477633814077,0.19456214689265539,0.7568681318681314,0.8181818181818181,0.5882352941176472,0.5441176470588236,0.5,1.0,1.0,0.3714285714285712,0.2857142857142857
Alleppey Beach,Feb,2023.0,0.5716282320055905,0.5308398950131231,0.6311475409836063,0.008097729850182048,0.3218199380474969,0.2376412429378531,0.7362637362637514,0.45454545454545453,0.3823529411764707,0.1397058823529412,0.8999999999999999,0.0,0.0,0.5428571428571429,0.2857142857142857
Alleppey Beach,Mar,2023.0,0.6771488469601676,0.6587926509186349,0.8166915052160952,0.035295756152881955,0.569463411384605,0.27048022598870053,0.685439560439562,0.27272727272727276,0.17647058823529416,0.6911764705882353,0.33333333333333326,1.0,1.0,0.1142857142857141,0.4285714285714286
Alleppey Beach,Apr,2023.0,0.6946191474493362,0.7309711286089237,0.7995529061102826,0.09769005789777362,0.5226659561003231,0.2422316384180791,0.5982142857142918,0.3636363636363637,0.4411764705882354,0.6544117647058825,0.8333333333333333,1.0,0.0,0.19999999999999996,0.4285714285714286
Alleppey Beach,May,2023.0,0.6519916142557651,0.7539370078740156,0.6676602086438153,0.1439485883687153,0.35715951104153487,0.254590395480226,0.6256868131868174,0.18181818181818182,0.17647058823529416,0.32352941176470595,0.4,0.0,0.0,0.6285714285714283,0.2142857142857143
Alleppey Beach,Jun,2023.0,0.5653389238294899,0.7099737532808398,0.4485842026825635,0.2832613756192674,0.9645271958165406,0.3898305084745763,0.6057692307692406,0.0,0.1470588235294118,0.029411764705882373,0.6666666666666666,1.0,1.0,0.34285714285714275,0.5714285714285714
Alleppey Beach,Jul,2023.0,0.519916142557652,0.6876640419947505,0.39642324888226543,0.2807942539941505,0.9999999999999999,0.5363700564971752,0.6703296703296786,0.09090909090909088,0.2941176470588236,0.1397058823529412,0.9333333333333333,0.0,1.0,0.4285714285714286,0.6428571428571428
Alleppey Beach,Aug,2023.0,0.6009783368273933,0.7152230971128609,0.6274217585692998,0.07984321839995225,0.9881757319388468,0.41172316384180785,0.6888736263736348,0.18181818181818182,0.5588235294117648,0.7279411764705883,0.4666666666666667,0.0,1.0,0.5714285714285714,0.4285714285714286
Alleppey Beach,Sep,2023.0,0.509433962264151,0.6666666666666664,0.4709388971684052,0.3830604245836732,0.8749292209306198,0.3375706214689265,0.6648351648351678,0.27272727272727276,0.3529411764705883,0.3602941176470589,0.16666666666666666,1.0,0.0,0.1428571428571428,0.4285714285714286
Alleppey Beach,Oct,2023.0,0.5527603074772887,0.6765091863517058,0.5737704918032787,0.19543980422196136,0.3312460446990641,0.245409604519774,0.7582417582417662,0.45454545454545453,0.6470588235294119,0.9485294117647058,0.06666666666666665,0.0,1.0,0.2571428571428569,0.2857142857142857
Alleppey Beach,Nov,2023.0,0.5765199161425578,0.6804461942257217,0.6050670640834572,0.1546527128389805,0.2711920860673484,0.2129237288135593,0.701236263736277,0.7272727272727273,0.41176470588235303,0.21323529411764708,0.5333333333333333,0.0,1.0,0.1142857142857141,0.2857142857142857
Alleppey Beach,Dec,2023.0,0.6044723969252273,0.6811023622047242,0.629657228017884,0.07182507311832236,0.29334177130866335,0.2485875706214689,0.679258241758248,0.9090909090909092,0.5294117647058825,0.17647058823529416,0.23333333333333336,1.0,1.0,0.5999999999999999,0.5
Baga Beach,Jan,2022.0,0.47589098532494756,0.48228346456692905,0.5119225037257826,0.00045761126917490694,0.6115644672417813,0.2263418079096045,0.7809065934065984,0.7272727272727273,0.17647058823529416,0.32352941176470595,0.33333333333333326,0.0,0.0,0.19999999999999996,0.2857142857142857
Baga Beach,Feb,2022.0,0.5338923829489866,0.5072178477690287,0.5745156482861402,0.0,0.9315857842320886,0.2390536723163842,0.679258241758248,0.5454545454545454,0.2941176470588236,0.25,0.4,0.0,0.0,0.2571428571428569,0.4285714285714286
Baga Beach,Mar,2022.0,0.7106918238993711,0.7381889763779527,0.7280178837555886,0.00455621654961103,0.7105219331845585,0.1762005649717514,0.5686813186813282,0.3636363636363637,0.41176470588235303,0.3970588235294118,0.4666666666666667,0.0,0.0,0.3142857142857143,0.5714285714285714
Baga Beach,Apr,2022.0,0.7973445143256468,0.7775590551181101,0.7436661698956777,0.036270667117645886,0.900143223528628,0.1956214689265537,0.524038461538467,0.27272727272727276,0.3529411764705883,0.3602941176470589,0.4,0.0,0.0,0.34285714285714275,0.7142857142857142
Baga Beach,May,2022.0,0.7917540181691125,0.8372703412073489,0.6833084947839048,0.0455621654961103,0.9066715518102788,0.35204802259887,0.3798076923076934,0.27272727272727276,0.47058823529411775,0.4338235294117648,0.43333333333333335,0.0,0.0,0.4285714285714286,0.7142857142857142
Baga Beach,Jun,2022.0,0.6198462613556952,0.7086614173228346,0.5022354694485842,0.5972821869839438,0.7663458015521433,0.2252824858757062,0.3962912087912116,0.09090909090909088,0.8235294117647061,0.5073529411764707,0.6666666666666666,1.0,0.0,0.5428571428571429,0.857142857142857
Baga Beach,Jul,2022.0,0.5849056603773584,0.7158792650918634,0.40685543964232496,0.5593999323531167,0.8741631415914464,0.4000706214689265,0.4203296703296786,0.09090909090909088,0.7058823529411766,0.5441176470588236,0.5333333333333333,1.0,0.0,0.6285714285714283,0.5714285714285714
Baga Beach,Aug,2022.0,0.583508036338225,0.7119422572178477,0.4314456035767509,0.18425817234038316,0.8666688871864903,0.42725988700564976,0.418956043956058,0.09090909090909088,0.3529411764705883,0.3602941176470589,0.33333333333333326,0.0,0.0,0.5714285714285714,0.5714285714285714
Baga Beach,Sep,2022.0,0.596785464709993,0.6929133858267714,0.48733233979135626,0.21189391377011996,0.8632714918562435,0.27048022598870053,0.5185439560439562,0.18181818181818182,0.2941176470588236,0.32352941176470595,0.2666666666666666,0.0,0.0,0.48571428571428554,0.4285714285714286
Baga Beach,Oct,2022.0,0.5890985324947591,0.6791338582677166,0.557377049180328,0.04769105270488051,0.5316257535889152,0.1652542372881356,0.6346153846153868,0.3636363636363637,0.23529411764705888,0.286764705882353,0.30000000000000004,0.0,0.0,0.3714285714285712,0.2857142857142857
Baga Beach,Nov,2022.0,0.6345213137665968,0.6404199475065616,0.658718330849478,0.001333041523248642,0.26006728175065785,0.1641949152542373,0.6943681318681456,0.7272727272727273,0.5294117647058825,0.4705882352941177,0.4666666666666667,0.0,0.0,0.2571428571428569,0.1428571428571428
Baga Beach,Dec,2022.0,0.6107617051013279,0.6030183727034121,0.665424739195231,0.009749109647639321,0.3055657329380808,0.18820621468926552,0.6778846153846274,1.0,0.11764705882352944,0.21323529411764708,0.13333333333333333,0.0,0.0,0.19999999999999996,0.0
Baga Beach,Jan,2023.0,0.5317959468902866,0.4934383202099736,0.6184798807749625,0.0,0.5046797455284282,0.45162429378531077,0.8070054945055034,0.7272727272727273,0.23529411764705888,0.286764705882353,0.33333333333333326,0.0,0.0,0.22857142857142843,0.1428571428571428
Baga Beach,Feb,2023.0,0.6624737945492665,0.5813648293963253,0.7891207153502231,0.0,0.5572394497551877,0.4113700564971752,0.7424450549450512,0.5454545454545454,0.2941176470588236,0.32352941176470595,0.4,0.0,0.0,0.2857142857142858,0.2857142857142857
Baga Beach,Mar,2023.0,0.7155835080363384,0.6804461942257217,0.7794336810730251,5.96884264141183e-05,0.6873397062252273,0.5353107344632768,0.6943681318681456,0.3636363636363637,0.3529411764705883,0.3970588235294118,0.4666666666666667,0.0,0.0,0.34285714285714275,0.5714285714285714
Baga Beach,Apr,2023.0,0.7819706498951784,0.8077427821522306,0.7302533532041724,0.00019896142138039433,0.9087033274489557,0.4728107344632768,0.5748626373626422,0.27272727272727276,0.41176470588235303,0.4338235294117648,0.43333333333333335,0.0,0.0,0.3999999999999997,0.7142857142857142
Baga Beach,May,2023.0,0.8560447239692524,0.9094488188976376,0.8002980625931446,0.0026859791886353237,0.9506711521167105,0.5459039548022598,0.5817307692307736,0.27272727272727276,0.9411764705882355,0.5441176470588236,0.7333333333333334,1.0,0.0,0.5999999999999999,0.857142857142857
Baga Beach,Jun,2023.0,0.7169811320754715,0.8458005249343831,0.6326378539493294,0.26794134617297705,0.7415981081171101,0.5197740112994351,0.4883241758241894,0.09090909090909088,0.5294117647058825,0.5073529411764707,0.5,0.0,0.0,0.5428571428571429,0.5714285714285714
Baga Beach,Jul,2023.0,0.5387840670859538,0.7368766404199473,0.32637853949329365,0.8261475099978114,0.8339939379808812,0.7291666666666667,0.5144230769230802,0.09090909090909088,0.6470588235294119,0.4705882352941177,0.6000000000000001,1.0,1.0,0.6571428571428568,0.4285714285714286
Baga Beach,Aug,2023.0,0.607267645003494,0.7486876640419945,0.5037257824143069,0.10582758003223174,0.890184192119375,0.4671610169491526,0.6298076923076934,0.09090909090909088,0.3529411764705883,0.3970588235294118,0.33333333333333326,0.0,0.0,0.5714285714285714,0.5714285714285714
Baga Beach,Sep,2023.0,0.5849056603773584,0.7604986876640417,0.48137108792846517,0.23397863154334372,0.8372914099190619,0.4304378531073446,0.5206043956044084,0.18181818181818182,0.2941176470588236,0.3602941176470589,0.30000000000000004,0.0,0.0,0.514285714285714,0.4285714285714286
Baga Beach,Oct,2023.0,0.6736547868623339,0.7677165354330707,0.6236959761549925,0.03901633473269533,0.5115411517836325,0.3181497175141243,0.7122252747252844,0.3636363636363637,0.23529411764705888,0.32352941176470595,0.2666666666666666,0.0,0.0,0.3999999999999997,0.2857142857142857
Baga Beach,Nov,2023.0,0.6897274633123689,0.7270341207349081,0.6929955290611027,0.03601201726985137,0.3310128901175765,0.30331920903954807,0.7101648351648464,0.7272727272727273,0.17647058823529416,0.286764705882353,0.23333333333333336,0.0,0.0,0.2857142857142858,0.1428571428571428
Baga Beach,Dec,2023.0,0.670859538784067,0.653543307086614,0.7391952309985097,0.0,0.2596009725876828,0.3573446327683616,0.7232142857142918,1.0,0.11764705882352944,0.25,0.19999999999999998,0.0,0.0,0.22857142857142843,0.0
Candolim Beach,Jan,2022.0,0.47589098532494756,0.48228346456692905,0.5119225037257826,0.00045761126917490694,0.6115644672417813,0.2263418079096045,0.7809065934065984,0.7272727272727273,0.17647058823529416,0.32352941176470595,0.33333333333333326,0.0,0.0,0.19999999999999996,0.2857142857142857
Candolim Beach,Feb,2022.0,0.5338923829489866,0.5072178477690287,0.5745156482861402,0.0,0.9315857842320886,0.2390536723163842,0.679258241758248,0.45454545454545453,0.2941176470588236,0.25,0.4,0.0,0.0,0.2571428571428569,0.4285714285714286
Candolim Beach,Mar,2022.0,0.7106918238993711,0.7381889763779527,0.7280178837555886,0.00455621654961103,0.7105219331845585,0.1762005649717514,0.5686813186813282,0.27272727272727276,0.41176470588235303,0.3970588235294118,0.4666666666666667,0.0,0.0,0.3142857142857143,0.5714285714285714
Candolim Beach,Apr,2022.0,0.7973445143256468,0.7775590551181101,0.7436661698956777,0.036270667117645886,0.900143223528628,0.1956214689265537,0.524038461538467,0.18181818181818182,0.3529411764705883,0.3602941176470589,0.4,0.0,0.0,0.34285714285714275,0.7142857142857142
Candolim Beach,May,2022.0,0.7917540181691125,0.8372703412073489,0.6833084947839048,0.0455621654961103,0.9066715518102788,0.35204802259887,0.3798076923076934,0.3636363636363637,0.47058823529411775,0.4338235294117648,0.43333333333333335,0.0,0.0,0.4285714285714286,0.7142857142857142
